"doc_id","text","pol_account","id","date","context","issue","policy_flag","stance","annotator","annotated_at","selected_at","uncertainty","not_sentence","draft_flag","issue2","uncertainty2","stance2"
"text751598.1","60 years and one month ago I first went to Bramall Lane ….. and didn’t stop.","PaulBlomfieldMP",1651333407975038976,"2023-04-26T21:12:19Z","60 years and one month ago I first went to Bramall Lane ….. and didn’t stop. Worth it for moments like this. Gutted I couldn’t be there tonight but watched every minute. Fantastic team effort all season from everyone at @SheffieldUnited",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text351735.1","St Johns Catholic Primary school, #Bath, sent me their paper chains supporting @sendmyfriend http://t.co/wYisb4x4Jy http://t.co/Kr4UlpSeOI","TheDon_Foster",480068873233108992,"2014-06-20T19:25:13Z","St Johns Catholic Primary school, #Bath, sent me their paper chains supporting @sendmyfriend http://t.co/wYisb4x4Jy http://t.co/Kr4UlpSeOI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1140086.2","I had wide-ranging discussions about plans the UK &amp; US are progressing to reform their respective finance sectors.","griffitha",1613298414711672832,"2023-01-11T22:14:50Z","Important to meet with @GaryGensler, @CFTCbehnam, &amp; @Michael_S_Barr while in Washington today.

I had wide-ranging discussions about plans the UK &amp; US are progressing to reform their respective finance sectors.

Looking forward to continuing working together 🇬🇧🇺🇸 https://t.co/enh5SOuVlT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text961097.1","Good first meeting with Theodora Gentzis @BelgiumDGE in Brussels today.","LeoDochertyUK",1588218200927477760,"2022-11-03T17:15:01Z","Good first meeting with Theodora Gentzis @BelgiumDGE in Brussels today.

The UK &amp; Belgium are neighbours and close partners.

We discussed our work to support Ukraine, energy security and tackling illegal migration. https://t.co/iHni0kPnax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text849225.2","Raffaele Trombetta speak on 🇬🇧🇮🇹 relations &amp; the impact of Covid-19 on foreign affairs priorities, followed by an excellent Q&amp;A with CFCC members https://t.co/408k2VdM4R","Rehman_Chishti",1278029638976131072,"2020-06-30T18:16:25Z","As Chair of the Conservative Foreign &amp; Commonwealth Council @CFCCouncil, I was delighted to introduce &amp; hear 🇮🇹 Ambassador to 🇬🇧 H.E. Raffaele Trombetta speak on 🇬🇧🇮🇹 relations &amp; the impact of Covid-19 on foreign affairs priorities, followed by an excellent Q&amp;A with CFCC members https://t.co/408k2VdM4R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text845094.2","Whoever wins most address these issues immediately #SNPLeadershipHustings","joannaccherry",1631733387219042304,"2023-03-03T19:08:50Z","Alarming to hear @HumzaYousaf say he doesn’t know what @theSNP #Independence unit is doing &amp; that there is no rebuttal unit. Whoever wins most address these issues immediately #SNPLeadershipHustings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text76896.3","Remember in '97 when Blair said he would debate Major 'any time, anywhere'?","dobbs_michael",574192255688425472,"2015-03-07T12:57:56Z","#debates2015. Stuff and bloody nonsense. Remember in '97 when Blair said he would debate Major 'any time, anywhere'? http://t.co/jnjdcDmXJH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1834318.1","The future of healthcare needs to be focused in the community, with more people cared for in the comfort of their own home.","wesstreeting",1618243399731253248,"2023-01-25T13:44:26Z","The future of healthcare needs to be focused in the community, with more people cared for in the comfort of their own home.
 
Labour will double the number of district nurses qualifying every year, paid for by abolishing the non-dom tax status.
 
https://t.co/WILaHpUb7Q",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1950702.1","@YESforScotland4 Alba’s constant hateful attacks on the ‘Scotgov’ is one of the biggest drags we have in securing our independence.","PeteWishart",1555980098137952256,"2022-08-06T18:12:18Z","@YESforScotland4 Alba’s constant hateful attacks on the ‘Scotgov’ is one of the biggest drags we have in securing our independence. The public finds it bewildering and the only consolation is the fact it is largely ignored.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1001079.2","To help shine a spotlight on this appalling problem and help put forward solutions","Dunne4Ludlow",1413591021657772032,"2021-07-09T20:08:57Z","This is why @CommonsEAC is in the midst of inquiry into Water Quality of our Rivers. To help shine a spotlight on this appalling problem and help put forward solutions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text593504.2","House questions Nike and Adidas about possible ties to forced labor in China - Google Search https://t.co/8etHJNGmhI","DavidAltonHL",1653858797125787648,"2023-05-03T20:27:19Z","U.S. House questions Nike and Adidas about possible ties to forced labor in China - Google Search https://t.co/8etHJNGmhI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1404877.1","This is a very positive outcome - thank you to DCMS SoS @michelledonelan for listening.","timloughton",1615097566475223040,"2023-01-16T21:24:01Z","This is a very positive outcome - thank you to DCMS SoS @michelledonelan for listening.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1081350.2","Thanks to the Broken Drum for funding them, and for the refres…","louie_french",1316831364642156544,"2020-10-15T20:00:37Z","RT @tuppenceforthem: Time for the winter pansies to be planted in #Blackfen. Thanks to the Broken Drum for funding them, and for the refres…",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text185631.2","But it’s also undeniable that we cannot simply police our way out of this crisis.","VictimsComm",1438882032373862400,"2021-09-17T15:06:24Z","""""We need to see the police relentlessly pursuing and disrupting perpetrators. But it’s also undeniable that we cannot simply police our way out of this crisis. This is a broader societal problem and that requires a whole-system approach.”

✍️My words in the @Independent 👇",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1591442.1","Rebellious Tory MPs plot Boris Johnson’s downfall from secret Westminster base - really Dave?","carolinenokes",1472486903714828288,"2021-12-19T08:40:09Z","Rebellious Tory MPs plot Boris Johnson’s downfall from secret Westminster base - really Dave? The “obscure” meeting place you’re most likely to find me and Karen is the tea room 😂😂 - not sure when we were supposedly discovered by a minister #didn’thappen https://t.co/eXCXgQHMJy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1277007.5","Let us decide 👇  🖥️ https://t.co/5NUnYN8h24 https://t.co/317lJ3JrTf","markjenkinsonmp",1583843127131254784,"2022-10-22T15:30:02Z","𝗖𝗼𝘂𝗹𝗱 𝘆𝗼𝘂 𝗯𝗲 𝗮 𝗖𝗮𝗺𝗽𝗮𝗶𝗴𝗻 𝗠𝗮𝗻𝗮𝗴𝗲𝗿?

Do you want to make a difference, helping to achieve big things in our local communities. 

There are few people more important than our Campaign Managers. 

Could it be you? Let us decide 👇

🖥️ https://t.co/5NUnYN8h24 https://t.co/317lJ3JrTf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text437512.1","Some colleges are moving toward a model of continuous, lifelong learning in order to better prepare students for today’s economy, @jselingo reports:  https://t.co/kDa98ke1Lg","LordJimKnight",978440748038111232,"2018-03-27T01:17:07Z","Some colleges are moving toward a model of continuous, lifelong learning in order to better prepare students for today’s economy, @jselingo reports:  https://t.co/kDa98ke1Lg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1058828.3","It’s a real hub for the community so be sure to come by for a swim or an aquafit session. https://t.co/cRBeMr1BTL","RichardFoordLD",1635956829204217856,"2023-03-15T10:51:17Z","🏊🏻‍♂️ Great to stop by the Flamingo Pool in Axminster this morning. They’ve recently reopened after some urgent repair work, and I’m glad to see the place back in full swing. It’s a real hub for the community so be sure to come by for a swim or an aquafit session. https://t.co/cRBeMr1BTL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text817467.2","We must challenge the stigma that stops so many people asking for help.","DanCardenMP",1489313108850094080,"2022-02-03T19:01:29Z","Last year, I spoke about my own experiences with my mental health, addiction and being in recovery.

We must challenge the stigma that stops so many people asking for help.

#TimeToTalk #MentalHealthMatters 

https://t.co/K44p7m5fW5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text408764.1","and here is the incredibly moving video from @HarryRFrancis that I mentioned https://t.co/jGB7VLR7ko","OfficialALW",1274793712808312832,"2020-06-21T19:58:00Z","and here is the incredibly moving video from @HarryRFrancis that I mentioned https://t.co/jGB7VLR7ko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1176507.2","No 1 issue raised by parents at Oliver Goldsmiths School this morning.","HarrietHarman",1202543604398514176,"2019-12-05T11:01:52Z","Housing, housing, housing!  No 1 issue raised by parents at Oliver Goldsmiths School this morning.  They want &amp; need a @UKLabour govt. Thanks to @Jason_Ochere &amp; @stgileslabour for joining me #GE2019 https://t.co/ZWebkOPZ0a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text956280.1","Brilliant to sing along to the """"Lambeth Walk"""" with everyone.","SamanthaDixonMP",742007275557130240,"2016-06-12T14:54:54Z","Brilliant to sing along to the """"Lambeth Walk"""" with everyone. Thanks to all for coming to support QEII birthday event https://t.co/FXpLtYcsL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text768419.1","🎅 CHRISTMAS CARDS 🎄   I asked two keen children to design me a Christmas Card.","paulbristow79",1594620721166163968,"2022-11-21T09:16:21Z","🎅 CHRISTMAS CARDS 🎄 

I asked two keen children to design me a Christmas Card.  They have been pushing me to let them do it for about 12 months - since last year’s Christmas card competition 🎄

Well my 2 and 7 yr old daughters have come up with the following.…

Proud Daddy! https://t.co/bkQu49c0yP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1198636.2","Of course farming must decarbonise &amp; farmers have set themselves very ambitious targets for doing so.","JSHeappey",1199598462553264128,"2019-11-27T07:58:55Z","This is very true. Of course farming must decarbonise &amp; farmers have set themselves very ambitious targets for doing so. But arguing against meat consumption isn’t way forward. Meat &amp; dairy is BIG part of Somerset economy &amp; important part of healthy balanced diet too. 🌳🥩🧀🐄🌳",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1375089.2","Helping tackle Covid backlogs, ambulance waiting times and improve GP access.","BrandonLewis",1593213302024605696,"2022-11-17T12:03:46Z","RT @Conservatives: 🩺 NEW: NHS funding will increase. Helping tackle Covid backlogs, ambulance waiting times and improve GP access.  

#Autu…",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1766386.2","This is disappointing news, particularly as they previously reversed a decision to close in 2018, instead opting for reduced hours.","hammersmithandy",1463861299046232064,"2021-11-25T13:25:05Z","Natwest has informed me they plan to close their Shepherds Bush branch on the 23rd March 2022. This is disappointing news, particularly as they previously reversed a decision to close in 2018, instead opting for reduced hours. (1/3) 🧵",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text701475.2","I share the disappointment that more projects in Leeds and West Yorkshire were not successful.","StuartAndrew",1618974457443524608,"2023-01-27T14:09:24Z","Round 2 of the Levelling Up Fund was announced this week, and I welcome that the West Yorkshire Combined Authority were awarded over £40m to improve bus services across our area. I share the disappointment that more projects in Leeds and West Yorkshire were not successful.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1408519.2","These pledges won’t tackle cost of living scandal, NHS crisis &amp; climate emergency - but a general election will, so let’s have one  Me for @MetroUK 👇  https://t.co/wMCzCeWdeO","CarolineLucas",1613605054405017600,"2023-01-12T18:33:18Z","Rishi Sunak making five pledges is courageous, considering this Tory Govt's record on breaking promises. These pledges won’t tackle cost of living scandal, NHS crisis &amp; climate emergency - but a general election will, so let’s have one

Me for @MetroUK 👇

https://t.co/wMCzCeWdeO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text729793.1","Why is the Prime Minister still in office when she is no longer in power?","hilarybennmp",1582090925689696256,"2022-10-17T19:27:25Z","Why is the Prime Minister still in office when she is no longer in power? https://t.co/6qEJoOhmCp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1014705.2","They are settling into their  new buildings well following the disruption caused by Covid.","CliveEfford",1505880294045405184,"2022-03-21T12:13:34Z","It was a pleasure to visit to Leigh Academy Blackheath secondary school. They are settling into their  new buildings well following the disruption caused by Covid. It was great to hear the aspirations of the pupils I met. Certainly setting themselves high standards. https://t.co/p96dXzTjZp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text376252.3","My mother always felt strongly it was the Nazis who were to blame.","Dannythefink",1659884347023933440,"2023-05-20T11:30:42Z","@SBuschova I think it’s complicated in Holland at least. But without doubt some decisions were taken that were moral and strategic errors. My mother always felt strongly it was the Nazis who were to blame. The book comes on June 8th.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text806728.2","The Governments latest announcements are too little, too late &amp; still leave leaseholders facing life-changing bills.","RuthCadbury",1535224368824999936,"2022-06-10T11:36:27Z","The Building Safety crisis has had a huge impact on so many people in Hounslow.

The Governments latest announcements are too little, too late &amp; still leave leaseholders facing life-changing bills.

Watch part of my speech yesterday 👇 https://t.co/GeZhUZ5U1k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text38099.1","Best wishes to the brilliant achievers@wow_bradford this Sunday you are making a huge difference #womenmatter #shecan #youngambassadors","Baroness_Verma",793051030237904896,"2016-10-31T11:24:34Z","Best wishes to the brilliant achievers@wow_bradford this Sunday you are making a huge difference #womenmatter #shecan #youngambassadors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1522015.2","We need a Green New Deal to:  - Root the transition in good, unionised jobs  - Tackle inequalities of wealth and power  - Build public infrastructure for every community to benefit from","Ed_Miliband",1384501024279318528,"2021-04-20T13:35:41Z","(3) We need to recognise that we cannot put a green coat of paint on the old, unfair economy. We need a Green New Deal to:

- Root the transition in good, unionised jobs

- Tackle inequalities of wealth and power

- Build public infrastructure for every community to benefit from",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text60304.1","Trist clywed am farw Maldwyn Lewis Porthmadog, yn 94 mlwydd oed.","Dafydd_Wigley",1380781283056484352,"2021-04-10T07:14:46Z","Trist clywed am farw Maldwyn Lewis Porthmadog, yn 94 mlwydd oed. Bu'n un o'r hoelion wyth a osododd seiliau i Grŵp Plaid Cymru ar Gyngor Gwynedd o 1973 ymlaen. Bu'n asiant etholiad hynod i mi ym 1979 a 1983. Atgofion dwys wrth gyd-alaru a Dewi,  Geraint a Gwenith  a r teulu oll.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1323210.1","Royal Mail attribute delays to:  - COVID-19 related absenences (running at ca. 20%)  - a massive increase in parcel delivery  - the need to prioritise home COVID-19 tests  There are around 90 delivery offices effected nationwide.","Afzal4Gorton",1480919116529684480,"2022-01-11T15:06:46Z","Royal Mail attribute delays to:

- COVID-19 related absenences (running at ca. 20%) 
- a massive increase in parcel delivery 
- the need to prioritise home COVID-19 tests

There are around 90 delivery offices effected nationwide. 

(3/5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text607487.1","Fabulous response for @MichaelPayneUK &amp; Pauline Allan in Arnold North for the @NottsCC elections, they are your local labour champions.","Vernon_Coaker",1380222252147412992,"2021-04-08T18:13:22Z","Fabulous response for @MichaelPayneUK &amp; Pauline Allan in Arnold North for the @NottsCC elections, they are your local labour champions. It was great to welcome @NickTorfaen to snowy #gedling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text947024.2","Innovation has always been at the heart of #transport, but Government must ensure that it does not come at the cost of passengers and workers’ safety. https://t.co/Cldh2PzEWC","TanDhesi",1599808110218350592,"2022-12-05T16:49:11Z","#GuidedTransportModes new technology can revolutionise railways, bus lanes, tramways and roads via the use of #sensors.

Innovation has always been at the heart of #transport, but Government must ensure that it does not come at the cost of passengers and workers’ safety. https://t.co/Cldh2PzEWC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text935428.3","I’d also say do as much research as you can about your university to make sure it’s the best fit for you!","DehennaDavison",1380162582682726400,"2021-04-08T14:16:16Z","Q: What’s some advice you would give to someone applying to uni?

A: Spend a lot of time on your personal statement as it can be a key factor on whether you’ll get an offer. I’d also say do as much research as you can about your university to make sure it’s the best fit for you!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text802564.3","Your experience matters – head to https://t.co/ffgvHelwhX to complete the #BrainSurvey now.","liambyrnemp",1576956054662889472,"2022-10-03T15:23:16Z","Neurological conditions are the biggest cause of disabilities in the world. @TheBrainCharity wants to hear from you about your diagnosis experience. 

Your experience matters – head to https://t.co/ffgvHelwhX to complete the #BrainSurvey now. ⤵️ ⤵️",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1135438.2","Yet women are forced to wait until their 3rd loss before receiving any care or su…","LilianGreenwood",1542835749892104192,"2022-07-01T11:41:21Z","RT @_OliviaBlake: 1 in 4 pregnancies end is miscarriage.

Yet women are forced to wait until their 3rd loss before receiving any care or su…",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1859549.2","And I had the best leafletting squad along with me today, which always helps 😀 https://t.co/qzHztPJHh8","RThomsonMP",1388897446697242624,"2021-05-02T16:45:30Z","So the weather might not have been great while campaigning for @GillianMar2021 this afternoon in Aberdeenshire East, but the future's a bright one if we make it #BothVotesSNP on Thursday. And I had the best leafletting squad along with me today, which always helps 😀 https://t.co/qzHztPJHh8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text251071.2","👑  Handel’s ‘Zadok the Priest’ in a supermarket flashmob. https://t…","ArleneFosterUK",1656009574749536256,"2023-05-09T18:53:44Z","RT @ClassicFM: The coronation classic that everyone is talking about... 👑

Handel’s ‘Zadok the Priest’ in a supermarket flashmob. https://t…",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1924107.2","Thank you to everyone who came to support Rishi in last night’s hustings  🗳Voting closes at 5pm tomorrow so cast your…","Helen_Whately",1565274276210642944,"2022-09-01T09:44:03Z","RT @Ready4Rishi: Wow! Thank you to everyone who came to support Rishi in last night’s hustings

🗳Voting closes at 5pm tomorrow so cast your…",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1387711.2","There's a powerful stench of sleaze surrounding the Tory government.","DavidLinden",1385171119137775616,"2021-04-22T09:58:24Z","RT @Ianblackford_MP: Nicola Sturgeon is right. There's a powerful stench of sleaze surrounding the Tory government.

Tory friends and donor…",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1480925.1","@GLAChristina @MhairiHunter You mean you’ve bothered to get out of bed?","Stuart_McDonald",1332631406607032320,"2020-11-28T10:24:21Z","@GLAChristina @MhairiHunter You mean you’ve bothered to get out of bed?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1280788.1","An honour to speak at the @oxukrainesummit yesterday. 2023 is the hinge of fate.","BorisJohnson",1635724192267243520,"2023-03-14T19:26:52Z","An honour to speak at the @oxukrainesummit yesterday. 2023 is the hinge of fate. Ukraine needs our continued support.  They need more equipment, and they need it now. #ukrainemustwin 🇺🇦 https://t.co/b1KwRCGobx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text940733.2","My statement on today’s Autumn Budget ✍🏾   92% of Battersea constituents who completed my cost-of-living survey don’t believe the government is doing enough.","MarshadeCordova",1593348277004636160,"2022-11-17T21:00:06Z","1. My statement on today’s Autumn Budget ✍🏾 

92% of Battersea constituents who completed my cost-of-living survey don’t believe the government is doing enough. The public have lost confidence in the Tory’s handling of the economy. https://t.co/lbpIII7tGe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text132340.1","BBC daily politics FARAGE on again,it's just unacceptable our licence fee is abused on a daily basis by the nutcases running the corporation","davegoddardsk2",877131609459306496,"2017-06-20T11:50:46Z","BBC daily politics FARAGE on again,it's just unacceptable our licence fee is abused on a daily basis by the nutcases running the corporation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1769407.1","In just three days, the evictions ban will be lifted, meaning thousands are at risk of losing their homes.","CatSmithMP",1296505839679942656,"2020-08-20T17:54:14Z","In just three days, the evictions ban will be lifted, meaning thousands are at risk of losing their homes.

The Government must extend the ban.
https://t.co/tWsmyac9oM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text623223.1","@dolse_co A historic moment like Non League Stockport County getting to the FA cup second round today beating Rochale away 2-1","GoddardLord",1325124478968369152,"2020-11-07T17:14:30Z","@dolse_co A historic moment like Non League Stockport County getting to the FA cup second round today beating Rochale away 2-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text282404.1","Many congratulations to Rose Hudson-Wilkin on her appointment as the new Bishop of Dover @churchofengland","lordnickbourne",1146688346665541632,"2019-07-04T07:53:00Z","Many congratulations to Rose Hudson-Wilkin on her appointment as the new Bishop of Dover @churchofengland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1654710.1","Thank you everyone who attended my coffee morning in Doxford.","bphillipsonMP",1489994895930634240,"2022-02-05T16:10:40Z","Thank you everyone who attended my coffee morning in Doxford. 

Crime &amp; anti-social behaviour are a major concern locally, but police officers are more stretched than ever. 

Labour’s plan would mean new neighbourhood prevention teams to tackle anti-social behaviour at source. https://t.co/YIlkWYI1B8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text485792.2","😀 all welcome to our public meeting featuring @SSalyers2, @CrossgateCentre  and Alex Salmond @AlbaParty…","AlbaParty",1545359320350605312,"2022-07-08T10:49:08Z","RT @AlbaFife: Tonight's the night! 😀 all welcome to our public meeting featuring @SSalyers2, @CrossgateCentre
 and Alex Salmond @AlbaParty…",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text239521.1","With thanks to @SOAS students who campaigned to make this a reality https://t.co/NYVX4CWzvM","ValerieAmos",960971132391346176,"2018-02-06T20:19:06Z","With thanks to @SOAS students who campaigned to make this a reality https://t.co/NYVX4CWzvM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text889617.1","Congratulations to the newly elected @thesnp Councillor @grantyferguson  for #EK Central North 💛👏🏻 #SNP #SNPwin","AngelaCrawley30",1167207085953769472,"2019-08-29T22:47:09Z","Congratulations to the newly elected @thesnp Councillor @grantyferguson  for #EK Central North 💛👏🏻 #SNP #SNPwin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text594686.2","My Essay for GIS Reports •Society is digitizing at breakneck speed •Feelings of loneliness and exclusion are rising •Some tools are ripe for misuse by governments and bad actors https://t.co/yorGiScxHZ","DavidAltonHL",1598807423732654080,"2022-12-02T22:32:48Z","Where will technologization leave humanity? My Essay for GIS Reports •Society is digitizing at breakneck speed
•Feelings of loneliness and exclusion are rising •Some tools are ripe for misuse by governments and bad actors https://t.co/yorGiScxHZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text354588.2","Admittedly they are not Government appointments but there is no """"process"""" seeking balance.","HowardDLeigh",1310120768253112320,"2020-09-27T07:35:06Z","@DAaronovitch Ok. Noted on that but I am told by those who have looked in to this that there is only one college led by a Tory. Admittedly they are not Government appointments but there is no """"process"""" seeking balance.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text844093.1","Excellent article by @PreetKGillMP about preventable diseases on #worldhealthday Much more needs to be done to address health inequalities!","BambosMP",982632042990063616,"2018-04-07T14:51:50Z","Excellent article by @PreetKGillMP about preventable diseases on #worldhealthday Much more needs to be done to address health inequalities!  https://t.co/LBiOtLcktP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text633798.1","Here’s a report on the @10DowningStreet Pride reception and some of the inspiring people I was privileged to meet there https://t.co/AzSTBfk0Qj","nickherbertcbe",1410242107286167552,"2021-06-30T14:21:34Z","Here’s a report on the @10DowningStreet Pride reception and some of the inspiring people I was privileged to meet there https://t.co/AzSTBfk0Qj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1401147.1","One of the great pleasures of this week has been to meet the new Scottish Conservative MPs including the lovely Bill Grant MP @ScotTories https://t.co/777OdcEIRo","JuliaLopezMP",875303086922895360,"2017-06-15T10:44:52Z","One of the great pleasures of this week has been to meet the new Scottish Conservative MPs including the lovely Bill Grant MP @ScotTories https://t.co/777OdcEIRo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1771903.1","Today’s jobs figures are worrying including for young people looking for work.","NorwichChloe",1293161409803620352,"2020-08-11T12:24:40Z","Today’s jobs figures are worrying including for young people looking for work. Norwich For Jobs will continue to help Norwich young people find a chance. We encourage local firms to get involved and use the new schemes

You can read my blog here: https://t.co/2DOCHSEoJn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1812969.2","That's why green hydrogen is so essential –it's the destination all hydrogen must get to if 🇬🇧 is to meet our #NetZero goal.  https://t.co/uTGJ3G3lfL","Alex_Stafford",1367418541033615360,"2021-03-04T10:16:00Z","Hydrogen is the alternative to electrification for those hard-to-decarbonise sectors like heavy-duty transport and home heating. 

That's why green hydrogen is so essential –it's the destination all hydrogen must get to if 🇬🇧 is to meet our #NetZero goal.

https://t.co/uTGJ3G3lfL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text892111.1","Whatever you think of NI Protocol, extraordinary Government claiming can rewrite their own domestic laws to supercede international agreement.","stellacreasy",1536626488514162688,"2022-06-14T08:27:58Z","Whatever you think of NI Protocol, extraordinary Government claiming can rewrite their own domestic laws to supercede international agreement. When we take part in World Cup, I'd like us to write a rule that England doesn't have to do penalty shootouts and Brazil have to hop..😉",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text277921.2","We face an unknown, an unknowable, future; that means that every single course of action we take, every commitment, has its underside of doubt.","rabbisacks",1298980852316028928,"2020-08-27T13:49:03Z","…everything, but there is one thing we will never know: what tomorrow will bring. We face an unknown, an unknowable, future; that means that every single course of action we take, every commitment, has its underside of doubt.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1480720.2","If not, then there must at least be cooperation so we can reduce the risks  of re-seeding of Covid or the introduction of new strains into Scotland.","Stuart_McDonald",1356629895426752512,"2021-02-02T15:45:46Z","An important move to introduce comprehensive managed quarantine, and one which should be replicated by the UK government. 

If not, then there must at least be cooperation so we can reduce the risks  of re-seeding of Covid or the introduction of new strains into Scotland.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text990461.2","I haven’t taken a position against equality for same sex couples as I explained very frankly to pink news.","JackieDP",1253079199159595008,"2020-04-22T21:52:16Z","@AdrianHarrop @AllianceLGB You are wrong. I haven’t taken a position against equality for same sex couples as I explained very frankly to pink news. I have a very consistent view that the state should ensure equality for all couples before the law through civil unions &amp; what churches do is for them.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1504771.2","A devoted public servant, Betty was at the forefront of a generation of women who s…","AnnaMcMorrin",1641086915830075392,"2023-03-29T14:36:25Z","RT @Keir_Starmer: Betty Boothroyd was an inspiration. 

A devoted public servant, Betty was at the forefront of a generation of women who s…",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
